5912999992914.378906 201744000.000000 -0.164019 4670.000000
5912999978743.136719 403487999.758248 -0.328038 4669.999994
5912999957486.273438 605231999.032991 -0.492057 4669.999983
5912999929143.789062 806975997.582477 -0.656076 4669.999966
5912999893715.683594 1008719995.164953 -0.820095 4669.999944
5912999851201.957031 1210463991.538668 -0.984114 4669.999916
5912999801602.609375 1412207986.461869 -1.148133 4669.999882
5912999744917.640625 1613951979.692804 -1.312152 4669.999843
5912999681147.050781 1815695970.989720 -1.476171 4669.999799
5912999610290.839844 2017439960.110865 -1.640190 4669.999748
5912999532349.008789 2219183946.814486 -1.804209 4669.999692
5912999447321.556641 2420927930.858832 -1.968228 4669.999631
5912999355208.483398 2622671912.002150 -2.132247 4669.999564
5912999256009.790039 2824415890.002687 -2.296266 4669.999491
5912999149725.476562 3026159864.618692 -2.460285 4669.999412
5912999036355.541992 3227903835.608412 -2.624304 4669.999328
5912998915899.987305 3429647802.730094 -2.788323 4669.999239
5912998788358.812500 3631391765.741987 -2.952342 4669.999144
5912998653732.017578 3833135724.402338 -3.116361 4669.999043
5912998512019.602539 4034879678.469395 -3.280380 4669.998937
5912998363221.568359 4236623627.701405 -3.444399 4669.998825
5912998207337.914062 4438367571.856616 -3.608418 4669.998707
5912998044368.640625 4640111510.693276 -3.772437 4669.998584
5912997874313.748047 4841855443.969633 -3.936456 4669.998455
5912997697173.236328 5043599371.443934 -4.100475 4669.998321
5912997512947.105469 5245343292.874427 -4.264494 4669.998181
5912997321635.356445 5447087208.019360 -4.428513 4669.998036
5912997123237.988281 5648831116.636979 -4.592532 4669.997885
5912996917755.001953 5850575018.485534 -4.756551 4669.997728
5912996705186.397461 6052318913.323272 -4.920570 4669.997566
5912996485532.174805 6254062800.908441 -5.084588 4669.997398
5912996258792.334961 6455806680.999288 -5.248607 4669.997224
5912996024966.877930 6657550553.354060 -5.412626 4669.997045
5912995784055.803711 6859294417.731007 -5.576645 4669.996861
5912995536059.112305 7061038273.888374 -5.740664 4669.996670
5912995280976.803711 7262782121.584412 -5.904683 4669.996474
5912995018808.878906 7464525960.577366 -6.068702 4669.996273
5912994749555.337891 7666269790.625485 -6.232721 4669.996066
5912994473216.181641 7868013611.487018 -6.396740 4669.995853
5912994189791.409180 8069757422.920210 -6.560759 4669.995635
5912993899281.021484 8271501224.683311 -6.724777 4669.995411
5912993601685.019531 8473245016.534567 -6.888796 4669.995182
5912993297003.402344 8674988798.232227 -7.052815 4669.994947
5912992985236.170898 8876732569.534540 -7.216834 4669.994706
5912992666383.325195 9078476330.199753 -7.380853 4669.994460
5912992340444.866211 9280220079.986113 -7.544872 4669.994208
5912992007420.793945 9481963818.651867 -7.708891 4669.993951
5912991667311.108398 9683707545.955265 -7.872909 4669.993688
5912991320115.810547 9885451261.654554 -8.036928 4669.993419
5912990965834.900391 10087194965.507982 -8.200947 4669.993145
5912990604468.378906 10288938657.273796 -8.364966 4669.992865
5912990236016.245117 10490682336.710245 -8.528985 4669.992580
5912989860478.500977 10692426003.575577 -8.693003 4669.992289
5912989477855.145508 10894169657.628038 -8.857022 4669.991992
5912989088146.179688 11095913298.625879 -9.021041 4669.991690
5912988691351.604492 11297656926.327345 -9.185060 4669.991382
5912988287471.419922 11499400540.490685 -9.349078 4669.991069
5912987876505.625977 11701144140.874147 -9.513097 4669.990750
5912987458454.223633 11902887727.235981 -9.677116 4669.990425
5912987033317.212891 12104631299.334433 -9.841134 4669.990095
5912986601094.594727 12306374856.927750 -10.005153 4669.989759
5912986161786.369141 12508118399.774181 -10.169172 4669.989418
5912985715392.537109 12709861927.631975 -10.333191 4669.989071
5912985261913.098633 12911605440.259378 -10.497209 4669.988718
5912984801348.054688 13113348937.414640 -10.661228 4669.988360
5912984333697.405273 13315092418.856009 -10.825247 4669.987996
5912983858961.151367 13516835884.341732 -10.989265 4669.987627
5912983377139.292969 13718579333.630056 -11.153284 4669.987252
5912982888231.831055 13920322766.479233 -11.317302 4669.986872
5912982392238.765625 14122066182.647507 -11.481321 4669.986485
5912981889160.097656 14323809581.893127 -11.645340 4669.986094
5912981378995.827148 14525552963.974344 -11.809358 4669.985696
5912980861745.955078 14727296328.649403 -11.973377 4669.985293
5912980337410.482422 14929039675.676554 -12.137395 4669.984885
5912979805989.409180 15130783004.814043 -12.301414 4669.984471
5912979267482.735352 15332526315.820120 -12.465432 4669.984051
5912978721890.462891 15534269608.453033 -12.629451 4669.983626
5912978169212.591797 15736012882.471031 -12.793469 4669.983195
5912977609449.122070 15937756137.632360 -12.957488 4669.982758
5912977042600.054688 16139499373.695271 -13.121506 4669.982316
5912976468665.390625 16341242590.418011 -13.285525 4669.981869
5912975887645.129883 16542985787.558826 -13.449543 4669.981415
5912975299539.273438 16744728964.875969 -13.613561 4669.980956
5912974704347.822266 16946472122.127686 -13.777580 4669.980492
5912974102070.776367 17148215259.072224 -13.941598 4669.980022
5912973492708.136719 17349958375.467831 -14.105617 4669.979546
5912972876259.904297 17551701471.072758 -14.269635 4669.979065
5912972252726.079102 17753444545.645252 -14.433653 4669.978578
5912971622106.662109 17955187598.943562 -14.597672 4669.978086
5912970984401.654297 18156930630.725937 -14.761690 4669.977588
5912970339611.055664 18358673640.750626 -14.925708 4669.977084
5912969687734.867188 18560416628.775875 -15.089727 4669.976575
5912969028773.089844 18762159594.559933 -15.253745 4669.976060
5912968362725.723633 18963902537.861050 -15.417763 4669.975539
5912967689592.770508 19165645458.437473 -15.581781 4669.975013
5912967009374.230469 19367388356.047451 -15.745800 4669.974482
5912966322070.103516 19569131230.449234 -15.909818 4669.973944
5912965627680.391602 19770874081.401066 -16.073836 4669.973402
5912964926205.094727 19972616908.661201 -16.237854 4669.972853
5912964217644.213867 20174359711.987885 -16.401872 4669.972299
5912963501997.750000 20376102491.139366 -16.565890 4669.971740
